Serial No.,GRE Score,TOEFL Score,University Rating,SOP,LOR ,CGPA,Research,Chance of Admit 
2074,312,99,1,1,1.5,8.01,1,0.52
2075,315,100,1,2,2.5,7.95,0,0.58
2076,322,110,3,3.5,3,8.96,1,0.78
2077,329,113,5,5,4.5,9.45,1,0.89
2078,320,101,2,2.5,3,8.62,0,0.7
2079,308,103,2,3,3.5,8.49,0,0.66
2080,304,102,2,3,4,8.73,0,0.67
2081,311,102,3,4.5,4,8.64,1,0.68
2082,317,110,3,4,4.5,9.11,1,0.8
2083,312,106,3,4,3.5,8.79,1,0.81
2084,321,111,3,2.5,3,8.9,1,0.8
2085,340,112,4,5,4.5,9.66,1,0.94
2086,331,116,5,4,4,9.26,1,0.93
2087,336,118,5,4.5,4,9.19,1,0.92
2088,324,114,5,5,4.5,9.08,1,0.89
2089,314,104,4,5,5,9.02,0,0.82
2090,313,109,3,4,3.5,9,0,0.79
2091,307,105,2,2.5,3,7.65,0,0.58
2092,300,102,2,1.5,2,7.87,0,0.56
2093,302,99,2,1,2,7.97,0,0.56
2094,312,98,1,3.5,3,8.18,1,0.64
2095,316,101,2,2.5,2,8.32,1,0.61
2096,317,100,2,3,2.5,8.57,0,0.68
2097,310,107,3,3.5,3.5,8.67,0,0.76
2098,320,120,3,4,4.5,9.11,0,0.86
2099,330,114,3,4.5,4.5,9.24,1,0.9
2100,305,112,3,3,3.5,8.65,0,0.71
2101,309,106,2,2.5,2.5,8,0,0.62
2102,319,108,2,2.5,3,8.76,0,0.66
2103,322,105,2,3,3,8.45,1,0.65
2104,323,107,3,3.5,3.5,8.55,1,0.73
2105,313,106,2,2.5,2,8.43,0,0.62
2106,321,109,3,3.5,3.5,8.8,1,0.74
2107,323,110,3,4,3.5,9.1,1,0.79
2108,325,112,4,4,4,9,1,0.8
2109,312,108,3,3.5,3,8.53,0,0.69
2110,308,110,4,3.5,3,8.6,0,0.7
2111,320,104,3,3,3.5,8.74,1,0.76
2112,328,108,4,4.5,4,9.18,1,0.84
2113,311,107,4,4.5,4.5,9,1,0.78
2114,301,100,3,3.5,3,8.04,0,0.67
2115,305,105,2,3,4,8.13,0,0.66
2116,308,104,2,2.5,3,8.07,0,0.65
2117,298,101,2,1.5,2,7.86,0,0.54
2118,300,99,1,1,2.5,8.01,0,0.58
2119,324,111,3,2.5,2,8.8,1,0.79
2120,327,113,4,3.5,3,8.69,1,0.8
2121,317,106,3,4,3.5,8.5,1,0.75
2122,323,104,3,4,4,8.44,1,0.73
2123,314,107,2,2.5,4,8.27,0,0.72
2124,305,102,2,2,2.5,8.18,0,0.62
2125,315,104,3,3,2.5,8.33,0,0.67
2126,326,116,3,3.5,4,9.14,1,0.81
2127,299,100,3,2,2,8.02,0,0.63
2128,295,101,2,2.5,2,7.86,0,0.69
2129,324,112,4,4,3.5,8.77,1,0.8
2130,297,96,2,2.5,1.5,7.89,0,0.43
2131,327,113,3,3.5,3,8.66,1,0.8
2132,311,105,2,3,2,8.12,1,0.73
2133,308,106,3,3.5,2.5,8.21,1,0.75
2134,319,108,3,3,3.5,8.54,1,0.71
2135,312,107,4,4.5,4,8.65,1,0.73
2136,325,111,4,4,4.5,9.11,1,0.83
2137,319,110,3,3,2.5,8.79,0,0.72
2138,332,118,5,5,5,9.47,1,0.94
2139,323,108,5,4,4,8.74,1,0.81
2140,324,107,5,3.5,4,8.66,1,0.81
2141,312,107,3,3,3,8.46,1,0.75
2142,326,110,3,3.5,3.5,8.76,1,0.79
2143,308,106,3,3,3,8.24,0,0.58
2144,305,103,2,2.5,3.5,8.13,0,0.59
2145,295,96,2,1.5,2,7.34,0,0.47
2146,316,98,1,1.5,2,7.43,0,0.49
2147,304,97,2,1.5,2,7.64,0,0.47
2148,299,94,1,1,1,7.34,0,0.42
2149,302,99,1,2,2,7.25,0,0.57
2150,313,101,3,2.5,3,8.04,0,0.62
2151,318,107,3,3,3.5,8.27,1,0.74
2152,325,110,4,3.5,4,8.67,1,0.73
2153,303,100,2,3,3.5,8.06,1,0.64
2154,300,102,3,3.5,2.5,8.17,0,0.63
2155,297,98,2,2.5,3,7.67,0,0.59
2156,317,106,2,2,3.5,8.12,0,0.73
2157,327,109,3,3.5,4,8.77,1,0.79
2158,301,104,2,3.5,3.5,7.89,1,0.68
2159,314,105,2,2.5,2,7.64,0,0.7
2160,321,107,2,2,1.5,8.44,0,0.81
2161,322,110,3,4,5,8.64,1,0.85
2162,334,116,4,4,3.5,9.54,1,0.93
2163,338,115,5,4.5,5,9.23,1,0.91
2164,306,103,2,2.5,3,8.36,0,0.69
2165,313,102,3,3.5,4,8.9,1,0.77
2166,330,114,4,4.5,3,9.17,1,0.86
2167,320,104,3,3.5,4.5,8.34,1,0.74
2168,311,98,1,1,2.5,7.46,0,0.57
2169,298,92,1,2,2,7.88,0,0.51
2170,301,98,1,2,3,8.03,1,0.67
2171,310,103,2,2.5,2.5,8.24,0,0.72
2172,324,110,3,3.5,3,9.22,1,0.89
2173,336,119,4,4.5,4,9.62,1,0.95
2174,321,109,3,3,3,8.54,1,0.79
2175,315,105,2,2,2.5,7.65,0,0.39
2176,304,101,2,2,2.5,7.66,0,0.38
2177,297,96,2,2.5,2,7.43,0,0.34
2178,290,100,1,1.5,2,7.56,0,0.47
2179,303,98,1,2,2.5,7.65,0,0.56
2180,311,99,1,2.5,3,8.43,1,0.71
2181,322,104,3,3.5,4,8.84,1,0.78
2182,319,105,3,3,3.5,8.67,1,0.73
2183,324,110,4,4.5,4,9.15,1,0.82
2184,300,100,3,3,3.5,8.26,0,0.62
2185,340,113,4,5,5,9.74,1,0.96
2186,335,117,5,5,5,9.82,1,0.96
2187,302,101,2,2.5,3.5,7.96,0,0.46
2188,307,105,2,2,3.5,8.1,0,0.53
2189,296,97,2,1.5,2,7.8,0,0.49
2190,320,108,3,3.5,4,8.44,1,0.76
2191,314,102,2,2,2.5,8.24,0,0.64
2192,318,106,3,2,3,8.65,0,0.71
2193,326,112,4,4,3.5,9.12,1,0.84
2194,317,104,2,3,3,8.76,0,0.77
2195,329,111,4,4.5,4,9.23,1,0.89
2196,324,110,3,3.5,3.5,9.04,1,0.82
2197,325,107,3,3,3.5,9.11,1,0.84
2198,330,116,4,5,4.5,9.45,1,0.91
2199,312,103,3,3.5,4,8.78,0,0.67
2200,333,117,4,5,4,9.66,1,0.95
2201,337,118,4,4.5,4.5,9.65,1,0.92
2202,324,107,4,4,4.5,8.87,1,0.76
2203,316,104,3,3,3.5,8,1,0.72
2204,322,110,3,3.5,2.5,8.67,1,0.8
2205,314,103,2,2,3,8.21,0,0.65
2206,330,115,5,4.5,3,9.34,1,0.9
2207,321,109,3,3,4,8.2,1,0.75
2208,308,101,2,3,4,7.9,0,0.68
2209,302,102,1,2,1.5,8,0,0.5
2210,323,108,3,3.5,3,8.6,0,0.45
2211,325,106,3,3.5,4,8.4,1,0.52
2212,327,111,4,4,4.5,9,1,0.84
2213,328,112,4,4,4.5,9.1,1,0.78
2214,307,109,3,4,3,8,1,0.62
2215,311,104,3,3.5,2,8.2,1,0.61
2216,314,105,3,3.5,2.5,8.3,0,0.54
2217,317,107,3,4,3,8.7,0,0.66
2218,319,106,3,4,3,8,1,0.65
2219,318,110,3,4,3,8.8,0,0.63
2220,303,102,3,3.5,3,8.5,0,0.62
2221,312,107,3,3,2,7.9,1,0.64
2222,325,114,4,3,2,8.4,0,0.7
2223,328,116,5,5,5,9.5,1,0.94
2224,334,119,5,5,4.5,9.7,1,0.95
2225,336,119,5,4,3.5,9.8,1,0.97
2226,340,120,5,4.5,4.5,9.6,1,0.94
2227,322,109,5,4.5,3.5,8.8,0,0.76
2228,298,98,2,1.5,2.5,7.5,1,0.44
2229,295,93,1,2,2,7.2,0,0.46
2230,310,99,2,1.5,2,7.3,0,0.54
2231,300,97,2,3,3,8.1,1,0.65
2232,327,103,3,4,4,8.3,1,0.74
2233,338,118,4,3,4.5,9.4,1,0.91
2234,340,114,5,4,4,9.6,1,0.9
2235,331,112,5,4,5,9.8,1,0.94
2236,320,110,5,5,5,9.2,1,0.88
2237,299,106,2,4,4,8.4,0,0.64
2238,300,105,1,1,2,7.8,0,0.58
2239,304,105,1,3,1.5,7.5,0,0.52
2240,307,108,2,4,3.5,7.7,0,0.48
2241,308,110,3,3.5,3,8,1,0.46
2242,316,105,2,2.5,2.5,8.2,1,0.49
2243,313,107,2,2.5,2,8.5,1,0.53
2244,332,117,4,4.5,4,9.1,0,0.87
2245,326,113,5,4.5,4,9.4,1,0.91
2246,322,110,5,5,4,9.1,1,0.88
2247,329,114,5,4,5,9.3,1,0.86
2248,339,119,5,4.5,4,9.7,0,0.89
2249,321,110,3,3.5,5,8.85,1,0.82
2250,327,111,4,3,4,8.4,1,0.78
2251,313,98,3,2.5,4.5,8.3,1,0.76
2252,312,100,2,1.5,3.5,7.9,1,0.56
2253,334,116,4,4,3,8,1,0.78
2254,324,112,4,4,2.5,8.1,1,0.72
2255,322,110,3,3,3.5,8,0,0.7
2256,320,103,3,3,3,7.7,0,0.64
2257,316,102,3,2,3,7.4,0,0.64
2258,298,99,2,4,2,7.6,0,0.46
2259,300,99,1,3,2,6.8,1,0.36
2260,311,104,2,2,2,8.3,0,0.42
2261,309,100,2,3,3,8.1,0,0.48
2262,307,101,3,4,3,8.2,0,0.47
2263,304,105,2,3,3,8.2,1,0.54
2264,315,107,2,4,3,8.5,1,0.56
2265,325,111,3,3,3.5,8.7,0,0.52
2266,325,112,4,3.5,3.5,8.92,0,0.55
2267,327,114,3,3,3,9.02,0,0.61
2268,316,107,2,3.5,3.5,8.64,1,0.57
2269,318,109,3,3.5,4,9.22,1,0.68
2270,328,115,4,4.5,4,9.16,1,0.78
2271,332,118,5,5,5,9.64,1,0.94
2272,336,112,5,5,5,9.76,1,0.96
2273,321,111,5,5,5,9.45,1,0.93
2274,314,108,4,4.5,4,9.04,1,0.84
2275,314,106,3,3,5,8.9,0,0.74
2276,329,114,2,2,4,8.56,1,0.72
2277,327,112,3,3,3,8.72,1,0.74
2278,301,99,2,3,2,8.22,0,0.64
2279,296,95,2,3,2,7.54,1,0.44
2280,294,93,1,1.5,2,7.36,0,0.46
2281,312,105,3,2,3,8.02,1,0.5
2282,340,120,4,5,5,9.5,1,0.96
2283,320,110,5,5,4.5,9.22,1,0.92
2284,322,115,5,4,4.5,9.36,1,0.92
2285,340,115,5,4.5,4.5,9.45,1,0.94
2286,319,103,4,4.5,3.5,8.66,0,0.76
2287,315,106,3,4.5,3.5,8.42,0,0.72
2288,317,107,2,3.5,3,8.28,0,0.66
2289,314,108,3,4.5,3.5,8.14,0,0.64
2290,316,109,4,4.5,3.5,8.76,1,0.74
2291,318,106,2,4,4,7.92,1,0.64
2292,299,97,3,5,3.5,7.66,0,0.38
2293,298,98,2,4,3,8.03,0,0.34
2294,301,97,2,3,3,7.88,1,0.44
2295,303,99,3,2,2.5,7.66,0,0.36
2296,304,100,4,1.5,2.5,7.84,0,0.42
2297,306,100,2,3,3,8,0,0.48
2298,331,120,3,4,4,8.96,1,0.86
2299,332,119,4,5,4.5,9.24,1,0.9
2300,323,113,3,4,4,8.88,1,0.79
2301,322,107,3,3.5,3.5,8.46,1,0.71
2302,312,105,2,2.5,3,8.12,0,0.64
2303,314,106,2,4,3.5,8.25,0,0.62
2304,317,104,2,4.5,4,8.47,0,0.57
2305,326,112,3,3.5,3,9.05,1,0.74
2306,316,110,3,4,4.5,8.78,1,0.69
2307,329,111,4,4.5,4.5,9.18,1,0.87
2308,338,117,4,3.5,4.5,9.46,1,0.91
2309,331,116,5,5,5,9.38,1,0.93
2310,304,103,5,5,4,8.64,0,0.68
2311,305,108,5,3,3,8.48,0,0.61
2312,321,109,4,4,4,8.68,1,0.69
2313,301,107,3,3.5,3.5,8.34,1,0.62
2314,320,110,2,4,3.5,8.56,0,0.72
2315,311,105,3,3.5,3,8.45,1,0.59
2316,310,106,4,4.5,4.5,9.04,1,0.66
2317,299,102,3,4,3.5,8.62,0,0.56
2318,290,104,4,2,2.5,7.46,0,0.45
2319,296,99,2,3,3.5,7.28,0,0.47
2320,327,104,5,3,3.5,8.84,1,0.71
2321,335,117,5,5,5,9.56,1,0.94
2322,334,119,5,4.5,4.5,9.48,1,0.94
2323,310,106,4,1.5,2.5,8.36,0,0.57
2324,308,108,3,3.5,3.5,8.22,0,0.61
2325,301,106,4,2.5,3,8.47,0,0.57
2326,300,100,3,2,3,8.66,1,0.64
2327,323,113,3,4,3,9.32,1,0.85
2328,319,112,3,2.5,2,8.71,1,0.78
2329,326,112,3,3.5,3,9.1,1,0.84
2330,333,118,5,5,5,9.35,1,0.92
2331,339,114,5,4,4.5,9.76,1,0.96
2332,303,105,5,5,4.5,8.65,0,0.77
2333,309,105,5,3.5,3.5,8.56,0,0.71
2334,323,112,5,4,4.5,8.78,0,0.79
2335,333,113,5,4,4,9.28,1,0.89
2336,314,109,4,3.5,4,8.77,1,0.82
2337,312,103,3,5,4,8.45,0,0.76
2338,316,100,2,1.5,3,8.16,1,0.71
2339,326,116,2,4.5,3,9.08,1,0.8
2340,318,109,1,3.5,3.5,9.12,0,0.78
2341,329,110,2,4,3,9.15,1,0.84
2342,332,118,2,4.5,3.5,9.36,1,0.9
2343,331,115,5,4,3.5,9.44,1,0.92
2344,340,120,4,4.5,4,9.92,1,0.97
2345,325,112,2,3,3.5,8.96,1,0.8
2346,320,113,2,2,2.5,8.64,1,0.81
2347,315,105,3,2,2.5,8.48,0,0.75
2348,326,114,3,3,3,9.11,1,0.83
2349,339,116,4,4,3.5,9.8,1,0.96
2350,311,106,2,3.5,3,8.26,1,0.79
2351,334,114,4,4,4,9.43,1,0.93
2352,332,116,5,5,5,9.28,1,0.94
2353,321,112,5,5,5,9.06,1,0.86
2354,324,105,3,3,4,8.75,0,0.79
2355,326,108,3,3,3.5,8.89,0,0.8
2356,312,109,3,3,3,8.69,0,0.77
2357,315,105,3,2,2.5,8.34,0,0.7
2358,309,104,2,2,2.5,8.26,0,0.65
2359,306,106,2,2,2.5,8.14,0,0.61
2360,297,100,1,1.5,2,7.9,0,0.52
2361,315,103,1,1.5,2,7.86,0,0.57
2362,298,99,1,1.5,3,7.46,0,0.53
2363,318,109,3,3,3,8.5,0,0.67
2364,317,105,3,3.5,3,8.56,0,0.68
2365,329,111,4,4.5,4,9.01,1,0.81
2366,322,110,5,4.5,4,8.97,0,0.78
2367,302,102,3,3.5,5,8.33,0,0.65
2368,313,102,3,2,3,8.27,0,0.64
2369,293,97,2,2,4,7.8,1,0.64
2370,311,99,2,2.5,3,7.98,0,0.65
2371,312,101,2,2.5,3.5,8.04,1,0.68
2372,334,117,5,4,4.5,9.07,1,0.89
2373,322,110,4,4,5,9.13,1,0.86
2374,323,113,4,4,4.5,9.23,1,0.89
2375,321,111,4,4,4,8.97,1,0.87
2376,320,111,4,4.5,3.5,8.87,1,0.85
2377,329,119,4,4.5,4.5,9.16,1,0.9
2378,319,110,3,3.5,3.5,9.04,0,0.82
2379,309,108,3,2.5,3,8.12,0,0.72
2380,307,102,3,3,3,8.27,0,0.73
2381,300,104,3,3.5,3,8.16,0,0.71
2382,305,107,2,2.5,2.5,8.42,0,0.71
2383,299,100,2,3,3.5,7.88,0,0.68
2384,314,110,3,4,4,8.8,0,0.75
2385,316,106,2,2.5,4,8.32,0,0.72
2386,327,113,4,4.5,4.5,9.11,1,0.89
2387,317,107,3,3.5,3,8.68,1,0.84
2388,335,118,5,4.5,3.5,9.44,1,0.93
2389,331,115,5,4.5,3.5,9.36,1,0.93
2390,324,112,5,5,5,9.08,1,0.88
2391,324,111,5,4.5,4,9.16,1,0.9
2392,323,110,5,4,5,8.98,1,0.87
2393,322,114,5,4.5,4,8.94,1,0.86
2394,336,118,5,4.5,5,9.53,1,0.94
2395,316,109,3,3.5,3,8.76,0,0.77
2396,307,107,2,3,3.5,8.52,1,0.78
2397,306,105,2,3,2.5,8.26,0,0.73
2398,310,106,2,3.5,2.5,8.33,0,0.73
2399,311,104,3,4.5,4.5,8.43,0,0.7
2400,313,107,3,4,4.5,8.69,0,0.72
2401,317,103,3,2.5,3,8.54,1,0.73
2402,315,110,2,3.5,3,8.46,1,0.72
2403,340,120,5,4.5,4.5,9.91,1,0.97
2404,334,120,5,4,5,9.87,1,0.97
2405,298,105,3,3.5,4,8.54,0,0.69
2406,295,99,2,2.5,3,7.65,0,0.57
2407,315,99,2,3.5,3,7.89,0,0.63
2408,310,102,3,3.5,4,8.02,1,0.66
2409,305,106,2,3,3,8.16,0,0.64
2410,301,104,3,3.5,4,8.12,1,0.68
2411,325,108,4,4.5,4,9.06,1,0.79
2412,328,110,4,5,4,9.14,1,0.82
2413,338,120,4,5,5,9.66,1,0.95
2414,333,119,5,5,4.5,9.78,1,0.96
2415,331,117,4,4.5,5,9.42,1,0.94
2416,330,116,5,5,4.5,9.36,1,0.93
2417,322,112,4,4.5,4.5,9.26,1,0.91
2418,321,109,4,4,4,9.13,1,0.85
2419,324,110,4,3,3.5,8.97,1,0.84
2420,312,104,3,3.5,3.5,8.42,0,0.74
2421,313,103,3,4,4,8.75,0,0.76
2422,316,110,3,3.5,4,8.56,0,0.75
2423,324,113,4,4.5,4,8.79,0,0.76
2424,308,109,2,3,4,8.45,0,0.71
2425,305,105,2,3,2,8.23,0,0.67
2426,296,99,2,2.5,2.5,8.03,0,0.61
2427,306,110,2,3.5,4,8.45,0,0.63
2428,312,110,2,3.5,3,8.53,0,0.64
2429,318,112,3,4,3.5,8.67,0,0.71
2430,324,111,4,3,3,9.01,1,0.82
2431,313,104,3,4,4.5,8.65,0,0.73
2432,319,106,3,3.5,2.5,8.33,1,0.74
2433,312,107,2,2.5,3.5,8.27,0,0.69
2434,304,100,2,2.5,3.5,8.07,0,0.64
2435,330,113,5,5,4,9.31,1,0.91
2436,326,111,5,4.5,4,9.23,1,0.88
2437,325,112,4,4,4.5,9.17,1,0.85
2438,329,114,5,4.5,5,9.19,1,0.86
2439,310,104,3,2,3.5,8.37,0,0.7
2440,299,100,1,1.5,2,7.89,0,0.59
2441,296,101,1,2.5,3,7.68,0,0.6
2442,317,103,2,2.5,2,8.15,0,0.65
2443,324,115,3,3.5,3,8.76,1,0.7
2444,325,114,3,3.5,3,9.04,1,0.76
2445,314,107,2,2.5,4,8.56,0,0.63
2446,328,110,4,4,2.5,9.02,1,0.81
2447,316,105,3,3,3.5,8.73,0,0.72
2448,311,104,2,2.5,3.5,8.48,0,0.71
2449,324,110,3,3.5,4,8.87,1,0.8
2450,321,111,3,3.5,4,8.83,1,0.77
2451,320,104,3,3,2.5,8.57,1,0.74
2452,316,99,2,2.5,3,9,0,0.7
2453,318,100,2,2.5,3.5,8.54,1,0.71
2454,335,115,4,4.5,4.5,9.68,1,0.93
2455,321,114,4,4,5,9.12,0,0.85
2456,307,110,4,4,4.5,8.37,0,0.79
2457,309,99,3,4,4,8.56,0,0.76
2458,324,100,3,4,5,8.64,1,0.78
2459,326,102,4,5,5,8.76,1,0.77
2460,331,119,4,5,4.5,9.34,1,0.9
2461,327,108,5,5,3.5,9.13,1,0.87
2462,312,104,3,3.5,4,8.09,0,0.71
2463,308,103,2,2.5,4,8.36,1,0.7
2464,324,111,3,2.5,1.5,8.79,1,0.7
2465,325,110,2,3,2.5,8.76,1,0.75
2466,313,102,3,2.5,2.5,8.68,0,0.71
2467,312,105,2,2,2.5,8.45,0,0.72
2468,314,107,3,3,3.5,8.17,1,0.73
2469,327,113,4,4.5,5,9.14,0,0.83
2470,308,108,4,4.5,5,8.34,0,0.77
2471,306,105,2,2.5,3,8.22,1,0.72
2472,299,96,2,1.5,2,7.86,0,0.54
2473,294,95,1,1.5,1.5,7.64,0,0.49
2474,312,99,1,1,1.5,8.01,1,0.52
2475,315,100,1,2,2.5,7.95,0,0.58
2476,322,110,3,3.5,3,8.96,1,0.78
2477,329,113,5,5,4.5,9.45,1,0.89
2478,320,101,2,2.5,3,8.62,0,0.7
2479,308,103,2,3,3.5,8.49,0,0.66
2480,304,102,2,3,4,8.73,0,0.67
2481,311,102,3,4.5,4,8.64,1,0.68
2482,317,110,3,4,4.5,9.11,1,0.8
2483,312,106,3,4,3.5,8.79,1,0.81
2484,321,111,3,2.5,3,8.9,1,0.8
2485,340,112,4,5,4.5,9.66,1,0.94
2486,331,116,5,4,4,9.26,1,0.93
2487,336,118,5,4.5,4,9.19,1,0.92
2488,324,114,5,5,4.5,9.08,1,0.89
2489,314,104,4,5,5,9.02,0,0.82
2490,313,109,3,4,3.5,9,0,0.79
2491,307,105,2,2.5,3,7.65,0,0.58
2492,300,102,2,1.5,2,7.87,0,0.56
2493,302,99,2,1,2,7.97,0,0.56
2494,312,98,1,3.5,3,8.18,1,0.64
2495,316,101,2,2.5,2,8.32,1,0.61
2496,317,100,2,3,2.5,8.57,0,0.68
2497,310,107,3,3.5,3.5,8.67,0,0.76
2498,320,120,3,4,4.5,9.11,0,0.86
2499,330,114,3,4.5,4.5,9.24,1,0.9
2500,305,112,3,3,3.5,8.65,0,0.71
2501,309,106,2,2.5,2.5,8,0,0.62
2502,319,108,2,2.5,3,8.76,0,0.66
2503,322,105,2,3,3,8.45,1,0.65
2504,323,107,3,3.5,3.5,8.55,1,0.73
2505,313,106,2,2.5,2,8.43,0,0.62
2506,321,109,3,3.5,3.5,8.8,1,0.74
2507,323,110,3,4,3.5,9.1,1,0.79
2508,325,112,4,4,4,9,1,0.8
2509,312,108,3,3.5,3,8.53,0,0.69
2510,308,110,4,3.5,3,8.6,0,0.7
2511,320,104,3,3,3.5,8.74,1,0.76
2512,328,108,4,4.5,4,9.18,1,0.84
2513,311,107,4,4.5,4.5,9,1,0.78
2514,301,100,3,3.5,3,8.04,0,0.67
2515,305,105,2,3,4,8.13,0,0.66
2516,308,104,2,2.5,3,8.07,0,0.65
2517,298,101,2,1.5,2,7.86,0,0.54
2518,300,99,1,1,2.5,8.01,0,0.58
2519,324,111,3,2.5,2,8.8,1,0.79
2520,327,113,4,3.5,3,8.69,1,0.8
2521,317,106,3,4,3.5,8.5,1,0.75
2522,323,104,3,4,4,8.44,1,0.73
2523,314,107,2,2.5,4,8.27,0,0.72
2524,305,102,2,2,2.5,8.18,0,0.62
2525,315,104,3,3,2.5,8.33,0,0.67
2526,326,116,3,3.5,4,9.14,1,0.81
2527,299,100,3,2,2,8.02,0,0.63
2528,295,101,2,2.5,2,7.86,0,0.69
2529,324,112,4,4,3.5,8.77,1,0.8
2530,297,96,2,2.5,1.5,7.89,0,0.43
2531,327,113,3,3.5,3,8.66,1,0.8
2532,311,105,2,3,2,8.12,1,0.73
2533,308,106,3,3.5,2.5,8.21,1,0.75
2534,319,108,3,3,3.5,8.54,1,0.71
2535,312,107,4,4.5,4,8.65,1,0.73
2536,325,111,4,4,4.5,9.11,1,0.83
2537,319,110,3,3,2.5,8.79,0,0.72
2538,332,118,5,5,5,9.47,1,0.94
2539,323,108,5,4,4,8.74,1,0.81
2540,324,107,5,3.5,4,8.66,1,0.81
2541,312,107,3,3,3,8.46,1,0.75
2542,326,110,3,3.5,3.5,8.76,1,0.79
2543,308,106,3,3,3,8.24,0,0.58
2544,305,103,2,2.5,3.5,8.13,0,0.59
2545,295,96,2,1.5,2,7.34,0,0.47
2546,316,98,1,1.5,2,7.43,0,0.49
2547,304,97,2,1.5,2,7.64,0,0.47
2548,299,94,1,1,1,7.34,0,0.42
2549,302,99,1,2,2,7.25,0,0.57
2550,313,101,3,2.5,3,8.04,0,0.62
2551,318,107,3,3,3.5,8.27,1,0.74
2552,325,110,4,3.5,4,8.67,1,0.73
2553,303,100,2,3,3.5,8.06,1,0.64
2554,300,102,3,3.5,2.5,8.17,0,0.63
2555,297,98,2,2.5,3,7.67,0,0.59
2556,317,106,2,2,3.5,8.12,0,0.73
2557,327,109,3,3.5,4,8.77,1,0.79
2558,301,104,2,3.5,3.5,7.89,1,0.68
2559,314,105,2,2.5,2,7.64,0,0.7
2560,321,107,2,2,1.5,8.44,0,0.81
2561,322,110,3,4,5,8.64,1,0.85
2562,334,116,4,4,3.5,9.54,1,0.93
2563,338,115,5,4.5,5,9.23,1,0.91
2564,306,103,2,2.5,3,8.36,0,0.69
2565,313,102,3,3.5,4,8.9,1,0.77
2566,330,114,4,4.5,3,9.17,1,0.86
2567,320,104,3,3.5,4.5,8.34,1,0.74
2568,311,98,1,1,2.5,7.46,0,0.57
2569,298,92,1,2,2,7.88,0,0.51
2570,301,98,1,2,3,8.03,1,0.67
2571,310,103,2,2.5,2.5,8.24,0,0.72
2572,324,110,3,3.5,3,9.22,1,0.89
2573,336,119,4,4.5,4,9.62,1,0.95
2574,321,109,3,3,3,8.54,1,0.79
2575,315,105,2,2,2.5,7.65,0,0.39
2576,304,101,2,2,2.5,7.66,0,0.38
2577,297,96,2,2.5,2,7.43,0,0.34
2578,290,100,1,1.5,2,7.56,0,0.47
2579,303,98,1,2,2.5,7.65,0,0.56
2580,311,99,1,2.5,3,8.43,1,0.71
2581,322,104,3,3.5,4,8.84,1,0.78
2582,319,105,3,3,3.5,8.67,1,0.73
2583,324,110,4,4.5,4,9.15,1,0.82
2584,300,100,3,3,3.5,8.26,0,0.62
2585,340,113,4,5,5,9.74,1,0.96
2586,335,117,5,5,5,9.82,1,0.96
2587,302,101,2,2.5,3.5,7.96,0,0.46
2588,307,105,2,2,3.5,8.1,0,0.53
2589,296,97,2,1.5,2,7.8,0,0.49
2590,320,108,3,3.5,4,8.44,1,0.76
2591,314,102,2,2,2.5,8.24,0,0.64
2592,318,106,3,2,3,8.65,0,0.71
2593,326,112,4,4,3.5,9.12,1,0.84
2594,317,104,2,3,3,8.76,0,0.77
2595,329,111,4,4.5,4,9.23,1,0.89
2596,324,110,3,3.5,3.5,9.04,1,0.82
2597,325,107,3,3,3.5,9.11,1,0.84
2598,330,116,4,5,4.5,9.45,1,0.91
2599,312,103,3,3.5,4,8.78,0,0.67
2600,333,117,4,5,4,9.66,1,0.95
2601,304,100,2,3.5,3,8.22,0,0.63
2602,315,105,2,3,3,8.34,0,0.66
2603,324,109,3,3.5,3,8.94,1,0.78
2604,330,116,4,4,3.5,9.23,1,0.91
2605,311,101,3,2,2.5,7.64,1,0.62
2606,302,99,3,2.5,3,7.45,0,0.52
2607,322,103,4,3,2.5,8.02,1,0.61
2608,298,100,3,2.5,4,7.95,1,0.58
2609,297,101,3,2,4,7.67,1,0.57
2610,300,98,1,2,2.5,8.02,0,0.61
2611,301,96,1,3,4,7.56,0,0.54
2612,313,94,2,2.5,1.5,8.13,0,0.56
2613,314,102,4,2.5,2,7.88,1,0.59
2614,317,101,3,3,2,7.94,1,0.49
2615,321,110,4,3.5,4,8.35,1,0.72
2616,327,106,4,4,4.5,8.75,1,0.76
2617,315,104,3,4,2.5,8.1,0,0.65
2618,316,103,3,3.5,2,7.68,0,0.52
2619,309,111,2,2.5,4,8.03,0,0.6
2620,308,102,2,2,3.5,7.98,1,0.58
2621,299,100,3,2,3,7.42,0,0.42
2622,321,112,3,3,4.5,8.95,1,0.77
2623,322,112,4,3.5,2.5,9.02,1,0.73
2624,334,119,5,4.5,5,9.54,1,0.94
2625,325,114,5,4,5,9.46,1,0.91
2626,323,111,5,4,5,9.86,1,0.92
2627,312,106,3,3,5,8.57,0,0.71
2628,310,101,3,3.5,5,8.65,1,0.71
2629,316,103,2,2,4.5,8.74,0,0.69
2630,340,115,5,5,4.5,9.06,1,0.95
2631,311,104,3,4,3.5,8.13,1,0.74
2632,320,112,2,3.5,3.5,8.78,1,0.73
2633,324,112,4,4.5,4,9.22,1,0.86
2634,316,111,4,4,5,8.54,0,0.71
2635,306,103,3,3.5,3,8.21,0,0.64
2636,309,105,2,2.5,4,7.68,0,0.55
2637,310,110,1,1.5,4,7.23,1,0.58
